index,id,bestName,catalogLabel,archiveFilename,fileSize,progType,category,platform,aolVersion,author,authorConfidence,categoryConfidence,versionConfidence,sourceConfidence,localFile,referenceUrl,rawSourceUrl,oldWebDownloadLinks,mirrorLeads,webResearchMentions,screenshots,embeddedUrls,manualReviewFlags,tags,detailPage
428,prog-0428-clonetechsetup,Clonetech Win 98-nt-XP Yr 09,clonetechsetup,clonetech for aol 5.0 win98-nt-XP yr09.zip,1.9 MB,Unknown / needs review,uncategorized,AOL,AOL 5.0,unknown,unknown,needs review,filename/source inferred,local + old-web lead,files/aol/mixed/0428-clonetechsetup.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/clonetech%20for%20aol%205.0%20win98-nt-XP%20yr09.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/clonetech%20for%20aol%205.0%20win98-nt-XP%20yr09.zip,1,1,0,0,0,author unknown; category uncertain; type uncertain; no screenshot or image lead; no readable text evidence,aol; compile-na; duplicate-metadata; file-ready; has-old-web-downloads; mixedunknown; needs-manual-review; non-vb; uncategorized,docs/generated/applications/pages/C/0428-clonetech-win-98-nt-xp-yr-09.md
429,prog-0429-cnt223,cnt223,cnt223,cnt223.zip,3.4 MB,Source / developer file,uncategorized,AIM,AOL 4.0,unknown,unknown,readme/archive text,catalog bucket,local + old-web lead,files/aim/aol-4-0/0429-cnt223.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/cnt223.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/cnt223.zip,2,2,0,0,0,author unknown; category uncertain; no screenshot or image lead,aim; aol-4-0; compile-native; duplicate-metadata; file-ready; has-old-web-downloads; has-readme-purpose-clues; needs-manual-review; uncategorized; vb6,docs/generated/applications/pages/C/0429-cnt223.md
430,prog-0430-co-clear,Co-Clear,Co-Clear,coclear.zip,715 KB,Unknown / needs review,uncategorized,AOL,AOL 4.0,KiD,catalog only,needs review,catalog bucket,local + old-web lead,files/aol/aol-4-0/0430-co-clear.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/coclear.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/coclear.zip,1,1,0,0,0,category uncertain; type uncertain; no screenshot or image lead; no readable text evidence,aol; aol-4-0; duplicate-metadata; file-ready; has-old-web-downloads; needs-manual-review; uncategorized,docs/generated/applications/pages/C/0430-co-clear.md
431,prog-0431-codegennapi,CodeGennAPI,CodeGennAPI,codegennapi.zip,1.3 MB,Unknown / needs review,uncategorized,AOL,AOL 4.0,Coolryguy,catalog only,needs review,catalog bucket,local + old-web lead,files/aol/aol-4-0/0431-codegennapi.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/codegennapi.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/codegennapi.zip,1,1,0,0,0,category uncertain; type uncertain; no screenshot or image lead; no readable text evidence,aol; aol-4-0; compile-native; duplicate-metadata; file-ready; has-old-web-downloads; needs-manual-review; uncategorized; vb6,docs/generated/applications/pages/C/0431-codegennapi.md
432,prog-0432-codiene-1o,Codiene %b 9%b 7%ba,Codiene 1·º,codiene %b9%b7%ba for aol 4.0.zip,380 KB,Unknown / needs review,uncategorized,AOL,AOL 4.0,unknown,unknown,needs review,filename/source inferred,local + old-web lead,files/aol/aol-4-0/0432-codiene-1o.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/codiene%20%25b9%25b7%25ba%20for%20aol%204.0.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/codiene%20%25b9%25b7%25ba%20for%20aol%204.0.zip,1,1,0,0,0,author unknown; category uncertain; type uncertain; no screenshot or image lead; no readable text evidence,aol; aol-4-0; duplicate-metadata; file-ready; has-old-web-downloads; needs-manual-review; uncategorized,docs/generated/applications/pages/C/0432-codiene-b-9b-7ba.md
433,prog-0433-coke,Coke,coke,coke.zip,1.6 MB,Media / file utility,uncategorized,AOL,AOL 4.0,Sky,catalog only,readme/archive text,catalog bucket,local + old-web lead,files/aol/aol-4-0/0433-coke.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/coke.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/coke.zip,1,1,0,0,0,category uncertain; no screenshot or image lead,aol; aol-4-0; compile-p-code; duplicate-metadata; file-ready; has-old-web-downloads; has-readme-purpose-clues; needs-manual-review; uncategorized; vb3,docs/generated/applications/pages/C/0433-coke.md
434,prog-0434-cold,Coldreboot,COLD,coldreboot.zip,443 KB,Unknown / needs review,uncategorized,AOL,AOL 3.0,tasz,catalog only,needs review,catalog bucket,local + old-web lead,files/aol/aol-3-0/0434-cold.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/3.0/coldreboot.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/3.0/coldreboot.zip,1,1,0,0,0,category uncertain; type uncertain; no screenshot or image lead; no readable text evidence,aol; aol-3-0; duplicate-metadata; file-ready; has-old-web-downloads; needs-manual-review; uncategorized,docs/generated/applications/pages/C/0434-coldreboot.md
435,prog-0435-cold-breeze,Cold Breeze,Cold Breeze,coldbreeze.zip,1.0 MB,Unknown / needs review,uncategorized,AOL,AOL 4.0,Maze,catalog only,needs review,catalog bucket,local + old-web lead,files/aol/aol-4-0/0435-cold-breeze.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/coldbreeze.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/coldbreeze.zip,1,1,0,0,0,category uncertain; type uncertain; no screenshot or image lead; no readable text evidence,aol; aol-4-0; duplicate-metadata; file-ready; has-old-web-downloads; needs-manual-review; uncategorized; vb4-32,docs/generated/applications/pages/C/0435-cold-breeze.md
436,prog-0436-cold-ccoms,CoLd CcOmS,CoLd CcOmS,cold.zip,1.6 MB,Unknown / needs review,uncategorized,AOL,AOL 4.0,Cold,catalog only,needs review,catalog bucket,local + old-web lead,files/aol/aol-4-0/0436-cold-ccoms.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/cold.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/cold.zip,1,0,0,0,0,category uncertain; type uncertain; no screenshot or image lead; no readable text evidence,aol; aol-4-0; compile-p-code; duplicate-metadata; file-ready; has-old-web-downloads; needs-manual-review; password-metadata; uncategorized; vb5,docs/generated/applications/pages/C/0436-cold-ccoms.md
437,prog-0437-cold-ccomsco,Cold ccoms┬╣ΓÇó,Cold ccoms┬╣ΓÇó,cold10.zip,1.6 MB,Unknown / needs review,uncategorized,AOL,AOL 4.0,font color=#ff0000>Cold,catalog only,needs review,catalog bucket,local + old-web lead,files/aol/aol-4-0/0437-cold-ccomsco.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/cold10.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/cold10.zip,1,1,0,0,0,category uncertain; type uncertain; no screenshot or image lead; no readable text evidence,aol; aol-4-0; compile-p-code; duplicate-metadata; file-ready; has-old-web-downloads; needs-manual-review; uncategorized; vb5,docs/generated/applications/pages/C/0437-cold-ccomsco.md
438,prog-0438-collapse-mp3-player,collapse mp3 player,collapse mp3 player,collapsemp3.zip,2.2 MB,Media / file utility,uncategorized,AOL,AOL 4.0,unknown,unknown,needs review,catalog bucket,local + old-web lead,files/aol/aol-4-0/0438-collapse-mp3-player.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/collapsemp3.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/collapsemp3.zip,1,1,0,0,0,author unknown; category uncertain; no screenshot or image lead; no readable text evidence,aol; aol-4-0; compile-native; duplicate-metadata; file-ready; has-old-web-downloads; needs-manual-review; uncategorized; vb6,docs/generated/applications/pages/C/0438-collapse-mp3-player.md
439,prog-0439-collect-1-5,collect 1.5,collect 1.5,collect15.zip,2.9 MB,AOL/AIM chat utility,uncategorized,AOL,AOL 4.0; archive text: AOL 9.0,z0ne,catalog only,readme/archive text,readme/archive text,local + old-web lead,files/aol/aol-4-0/0439-collect-1-5.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/collect15.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/collect15.zip,1,1,0,0,0,category uncertain; no screenshot or image lead,aol; aol-4-0; compile-native; duplicate-metadata; file-ready; has-old-web-downloads; has-readme-aol-version-clues; has-readme-purpose-clues; needs-manual-review; uncategorized; vb6,docs/generated/applications/pages/C/0439-collect-1-5.md
440,prog-0440-collectorfinal,CollectorFinal,CollectorFinal,collectorfin99.zip,1.8 MB,Unknown / needs review,uncategorized,AOL,AOL 4.0,String,catalog only,needs review,catalog bucket,local + old-web lead,files/aol/aol-4-0/0440-collectorfinal.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/collectorfin99.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/collectorfin99.zip,1,0,0,0,0,category uncertain; type uncertain; no screenshot or image lead; no readable text evidence,aol; aol-4-0; compile-native; duplicate-metadata; file-ready; has-old-web-downloads; needs-manual-review; uncategorized; vb6,docs/generated/applications/pages/C/0440-collectorfinal.md
441,prog-0441-color-spy-by-kid-rebel,color spy by kiD & rebeL,color spy by kiD & rebeL,handicapd.zip,1.3 MB,Fader / text styler,fader or text tool,AOL,Mixed/unknown,Team,catalog only,readme/archive text,unknown,local + old-web lead,files/aol/mixed/0441-color-spy-by-kid-rebel.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/handicapd.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/handicapd.zip,1,0,0,0,0,no screenshot or image lead,aol; compile-native; duplicate-metadata; fader-or-text-tool; file-ready; has-old-web-downloads; has-readme-purpose-clues; mixedunknown; needs-manual-review; vb5,docs/generated/applications/pages/C/0441-color-spy-by-kid-rebel.md
442,prog-0442-colorful-sex-fader,Colorful Sex Fader Win XP Yr 2008,Colorful Sex Fader,colorful sex fader for aol9 winXP yr2008.zip,1.4 MB,Fader / text styler,fader or text tool,AOL,AOL 8.0; inferred: AOL 9,d2u,catalog only,catalog/path inferred,filename/source inferred,local + old-web lead,files/aol/aol-8-0/0442-colorful-sex-fader.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/8.0/colorful%20sex%20fader%20for%20aol9%20winXP%20yr2008.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/8.0/colorful%20sex%20fader%20for%20aol9%20winXP%20yr2008.zip,1,0,0,0,0,no screenshot or image lead,aol; aol-8-0; compile-native; duplicate-metadata; fader-or-text-tool; file-ready; has-old-web-downloads; needs-manual-review; vb6,docs/generated/applications/pages/C/0442-colorful-sex-fader-win-xp-yr-2008.md
443,prog-0443-com-illusion-beta2,com illusion beta²,com illusion beta²,com illusion beta 2 aol4-5.zip,22 B,Unknown / needs review,uncategorized,AOL,AOL 5.0; inferred: AOL 4-5,unknown,unknown,needs review,filename/source inferred,local + old-web lead,files/aol/aol-5-0/0443-com-illusion-beta2.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/5.0/com%20illusion%20beta%202%20aol4-5.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/5.0/com%20illusion%20beta%202%20aol4-5.zip,1,0,0,0,0,author unknown; category uncertain; type uncertain; no screenshot or image lead; no readable text evidence,aol; aol-5-0; duplicate-metadata; file-ready; has-old-web-downloads; needs-manual-review; uncategorized,docs/generated/applications/pages/C/0443-com-illusion-beta2.md
444,prog-0444-com-six,Com-six Beta 2.2 And 5.0,com-six,com-six beta 2.2 for aol 4.0 and 5.0.zip,22 B,Unknown / needs review,uncategorized,AOL,AOL 4.0,unknown,unknown,needs review,filename/source inferred,local + old-web lead,files/aol/aol-4-0/0444-com-six.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/com-six%20beta%202.2%20for%20aol%204.0%20and%205.0.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/com-six%20beta%202.2%20for%20aol%204.0%20and%205.0.zip,2,1,0,0,0,author unknown; category uncertain; type uncertain; no screenshot or image lead; no readable text evidence,aol; aol-4-0; duplicate-metadata; file-ready; has-old-web-downloads; needs-manual-review; uncategorized,docs/generated/applications/pages/C/0444-com-six-beta-2-2-and-5-0.md
445,prog-0445-com-six,com-six,com-six,comsix.zip,6.3 MB,C-Com / command list,uncategorized,AOL,AOL 4.0,clear water,catalog only,readme/archive text,catalog bucket,local + old-web lead,files/aol/aol-4-0/0445-com-six.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/comsix.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/comsix.zip,1,2,0,0,0,category uncertain; no screenshot or image lead,aol; aol-4-0; compile-native; duplicate-metadata; file-ready; has-old-web-downloads; has-readme-purpose-clues; needs-manual-review; uncategorized; vb6,docs/generated/applications/pages/C/0445-com-six.md
446,prog-0446-comic-coms-masta-inc-production,comic com's masta inc. production,comic com's masta inc. production,comic.zip,2.1 MB,C-Com / command list,uncategorized,AOL,AOL 4.0,unknown,unknown,readme/archive text,catalog bucket,local + old-web lead,files/aol/aol-4-0/0446-comic-coms-masta-inc-production.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/comic.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/comic.zip,1,1,0,0,0,author unknown; category uncertain; no screenshot or image lead,aol; aol-4-0; compile-native; duplicate-metadata; file-ready; has-external-zip-text-evidence; has-old-web-downloads; has-readme-purpose-clues; needs-manual-review; uncategorized; vb5,docs/generated/applications/pages/C/0446-comic-coms-masta-inc-production.md
447,prog-0447-compact-mp3,compact mp3,compact mp3,compactplayer.zip,1.7 MB,Media / file utility,uncategorized,AOL,AOL 4.0,unknown,unknown,needs review,catalog bucket,local + old-web lead,files/aol/aol-4-0/0447-compact-mp3.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/compactplayer.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/compactplayer.zip,2,1,0,0,0,author unknown; category uncertain; no screenshot or image lead; no readable text evidence,aol; aol-4-0; compile-native; duplicate-metadata; file-ready; has-old-web-downloads; needs-manual-review; uncategorized; vb6,docs/generated/applications/pages/C/0447-compact-mp3.md
448,prog-0448-completion,Completion And 5.0,completion,completion for aol 4.0 and 5.0.zip,22 B,Unknown / needs review,uncategorized,AOL,AOL 4.0,unknown,unknown,needs review,filename/source inferred,local + old-web lead,files/aol/aol-4-0/0448-completion.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/completion%20for%20aol%204.0%20and%205.0.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/completion%20for%20aol%204.0%20and%205.0.zip,1,1,0,0,0,author unknown; category uncertain; type uncertain; no screenshot or image lead; no readable text evidence,aol; aol-4-0; duplicate-metadata; file-ready; has-old-web-downloads; needs-manual-review; uncategorized,docs/generated/applications/pages/C/0448-completion-and-5-0.md
449,prog-0449-comz,Dacomz,comz,dacomz.zip,82 KB,C-Com / command list,uncategorized,AOL,AOL 4.0,speeL,catalog only,needs review,catalog bucket,local + old-web lead,files/aol/aol-4-0/0449-comz.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/dacomz.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/dacomz.zip,1,1,0,0,0,category uncertain; no screenshot or image lead; no readable text evidence,aol; aol-4-0; duplicate-metadata; file-ready; has-old-web-downloads; needs-manual-review; uncategorized,docs/generated/applications/pages/C/0449-dacomz.md
450,prog-0450-condom-linker,Condom linker,Condom linker,condomlink.zip,1.3 MB,Linker / chat linker,chat or IM tool,AOL,AOL 4.0,lito,catalog only,catalog/path inferred,catalog bucket,local + old-web lead,files/aol/aol-4-0/0450-condom-linker.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/condomlink.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/condomlink.zip,1,1,0,0,1,no screenshot or image lead; no readable text evidence,aol; aol-4-0; chat-or-im-tool; compile-native; duplicate-metadata; file-ready; has-embedded-urls; has-old-web-downloads; needs-manual-review; vb6,docs/generated/applications/pages/C/0450-condom-linker.md
451,prog-0451-config,Config,Config,pcaccessv3.zip,3.0 MB,Unknown / needs review,uncategorized,AOL,Mixed/unknown,c4rn3vil,catalog only,needs review,unknown,local + old-web lead,files/aol/mixed/0451-config.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/pcaccessv3.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/pcaccessv3.zip,2,1,0,0,0,category uncertain; type uncertain; no readable text evidence,aol; compile-native; duplicate-metadata; file-ready; has-old-web-downloads; mixedunknown; needs-manual-review; uncategorized; vb6,docs/generated/applications/pages/C/0451-config.md
452,prog-0452-confucktion-12,Confucktion ½,Confucktion ½,confucktion.zip,1.3 MB,Unknown / needs review,uncategorized,AOL,AOL 6.0,email,catalog only,needs review,catalog bucket,local + old-web lead,files/aol/aol-6-0/0452-confucktion-12.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/6.0/confucktion.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/6.0/confucktion.zip,1,1,0,0,0,category uncertain; type uncertain; no screenshot or image lead; no readable text evidence,aol; aol-6-0; compile-native; duplicate-metadata; file-ready; has-old-web-downloads; needs-manual-review; uncategorized; vb6,docs/generated/applications/pages/C/0452-confucktion-12.md
453,prog-0453-constipated,Constipated Idle,Constipated,constipated idle.zip,22 B,Idler / AFK bot,idler or bot,AOL,AOL 4.0,unknown,unknown,catalog/path inferred,catalog bucket,local + old-web lead,files/aol/aol-4-0/0453-constipated.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/constipated%20idle.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/constipated%20idle.zip,1,1,0,0,0,author unknown; no screenshot or image lead; no readable text evidence,aol; aol-4-0; duplicate-metadata; file-ready; has-old-web-downloads; idler-or-bot; needs-manual-review,docs/generated/applications/pages/C/0453-constipated-idle.md
454,prog-0454-contro1,CONTRO1,CONTRO1,control1.zip,729 KB,Unknown / needs review,uncategorized,AOL,AOL 4.0,unknown,unknown,needs review,catalog bucket,local + old-web lead,files/aol/aol-4-0/0454-contro1.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/control1.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/control1.zip,1,1,0,0,0,author unknown; category uncertain; type uncertain; no screenshot or image lead; no readable text evidence,aol; aol-4-0; duplicate-metadata; file-ready; has-old-web-downloads; needs-manual-review; uncategorized; vb4-32,docs/generated/applications/pages/C/0454-contro1.md
455,prog-0455-convicted-criminalz,convicted criminalz,convicted criminalz,convicted.zip,2.6 MB,Unknown / needs review,uncategorized,AOL,AOL 4.0,sm0ak,catalog only,needs review,catalog bucket,local + old-web lead,files/aol/aol-4-0/0455-convicted-criminalz.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/convicted.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/convicted.zip,1,1,0,0,0,category uncertain; type uncertain; no screenshot or image lead; no readable text evidence,aol; aol-4-0; duplicate-metadata; file-ready; has-old-web-downloads; needs-manual-review; uncategorized; vb4-32,docs/generated/applications/pages/C/0455-convicted-criminalz.md
456,prog-0456-cools-cracker-helper,cools cracker helper,cools cracker helper,cools_cracker_helper.zip,1.4 MB,Account / TOS utility,uncategorized,AOL,AOL 4.0,unknown,unknown,needs review,catalog bucket,local + old-web lead,files/aol/aol-4-0/0456-cools-cracker-helper.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/cools_cracker_helper.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/cools_cracker_helper.zip,1,0,0,0,0,author unknown; category uncertain; no screenshot or image lead; no readable text evidence,aol; aol-4-0; compile-native; duplicate-metadata; file-ready; has-old-web-downloads; needs-manual-review; uncategorized; vb6,docs/generated/applications/pages/C/0456-cools-cracker-helper.md
457,prog-0457-corruption-of-the-mind-v2,Corruption Of The Mind v2,Corruption Of The Mind v2,corruption.zip,1.0 MB,Unknown / needs review,uncategorized,AOL,AOL 4.0,unknown,unknown,needs review,catalog bucket,local + old-web lead,files/aol/aol-4-0/0457-corruption-of-the-mind-v2.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/corruption.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/corruption.zip,4,2,0,0,0,author unknown; category uncertain; type uncertain; no screenshot or image lead; no readable text evidence,aol; aol-4-0; duplicate-metadata; file-ready; has-old-web-downloads; needs-manual-review; uncategorized,docs/generated/applications/pages/C/0457-corruption-of-the-mind-v2.md
458,prog-0458-covert,covert,covert,covert12.zip,2.2 MB,Unknown / needs review,uncategorized,AOL,AOL 4.0,rmx,catalog only,needs review,catalog bucket,local + old-web lead,files/aol/aol-4-0/0458-covert.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/covert12.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/covert12.zip,1,1,0,0,0,category uncertain; type uncertain; no screenshot or image lead; no readable text evidence,aol; aol-4-0; compile-native; duplicate-metadata; file-ready; has-old-web-downloads; needs-manual-review; uncategorized; vb6,docs/generated/applications/pages/C/0458-covert.md
459,prog-0459-covert-opp,covert opp,covert opp,covertopp.zip,1.7 MB,Fader / text styler,uncategorized,AOL,AOL 4.0,unknown,unknown,readme/archive text,catalog bucket,local + old-web lead,files/aol/aol-4-0/0459-covert-opp.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/covertopp.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/covertopp.zip,1,1,0,0,1,author unknown; category uncertain; no screenshot or image lead,aol; aol-4-0; compile-native; duplicate-metadata; file-ready; has-embedded-urls; has-old-web-downloads; has-readme-purpose-clues; needs-manual-review; uncategorized; vb6,docs/generated/applications/pages/C/0459-covert-opp.md
460,prog-0460-cr0mbies-idler,cr0mbies idler,cr0mbies idler,crombies.zip,1.3 MB,Idler / AFK bot,idler or bot,AOL,AOL 4.0,unknown,unknown,catalog/path inferred,catalog bucket,local + old-web lead,files/aol/aol-4-0/0460-cr0mbies-idler.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/crombies.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/crombies.zip,1,1,0,0,0,author unknown; no screenshot or image lead; no readable text evidence,aol; aol-4-0; compile-native; duplicate-metadata; file-ready; has-old-web-downloads; idler-or-bot; needs-manual-review; vb5,docs/generated/applications/pages/C/0460-cr0mbies-idler.md
461,prog-0461-cr4x-z0ne,Cr 4x Z 0ne Yr 2008,cr4x z0ne,cr4x z0ne for aol 9-9.1 yr2008.zip,2.0 MB,Account / TOS utility,uncategorized,AOL,AOL 4.0; inferred: AOL 9-9.1,sc4m,catalog only,readme/archive text,filename/source inferred,local + old-web lead,files/aol/aol-4-0/0461-cr4x-z0ne.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/cr4x%20z0ne%20for%20aol%209-9.1%20yr2008.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/cr4x%20z0ne%20for%20aol%209-9.1%20yr2008.zip,1,0,0,0,0,category uncertain; no screenshot or image lead,aol; aol-4-0; compile-native; duplicate-metadata; file-ready; has-old-web-downloads; has-readme-purpose-clues; needs-manual-review; uncategorized; vb6,docs/generated/applications/pages/C/0461-cr-4x-z-0ne-yr-2008.md
